disease_name	disease_id	1049-953_cmpd_diff	1150-1049_cmpd_diff	1250-1150_cmpd_diff	1350-1250_cmpd_diff	1450-1350_cmpd_diff	1550-1450_cmpd_diff	1650-1550_cmpd_diff	1750-1650_cmpd_diff	1852-1750_cmpd_diff	1950-1852_cmpd_diff	2050-1950_cmpd_diff	2150-2050_cmpd_diff	2250-2150_cmpd_diff	2294-2250_cmpd_diff	1049-953_top10_diff	1150-1049_top10_diff	1250-1150_top10_diff	1350-1250_top10_diff	1450-1350_top10_diff	1550-1450_top10_diff	1650-1550_top10_diff	1750-1650_top10_diff	1852-1750_top10_diff	1950-1852_top10_diff	2050-1950_top10_diff	2150-2050_top10_diff	2250-2150_top10_diff	2294-2250_top10_diff
Cardiac Complexes, Premature	MESH:D005117	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exophthalmos	MESH:D005094						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Erythema Nodosum	MESH:D004893									0	0	1	0	0	0									0	0	0	0	0	0
Erythema Multiforme	MESH:D004892									0	0	1	0	0	0									0	0	-33.4	0	0	0
Embolism	MESH:D004617								0	0	1	0	0	0	0								0	0	66.6	0	0	0	0
Elephantiasis, Filarial	MESH:D004605				0	0	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Echinococcosis	MESH:D004443							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Dyspareunia	MESH:D004414								0	0	1	0	0	0	0								0	0	66.6	0	0	0	0
Dupuytren Contracture	MESH:D004387									0	0	0	1	0	0									0	0	0	0	0	0
Diverticulitis	MESH:D004238				0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Dilatation, Pathologic	MESH:D004108					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Dermatitis, Exfoliative	MESH:D003873									0	0	0	0	0	0									0	0	0	0	0	0
Dengue	MESH:D003715		0	1	0	0	0	0	0	0	0	0	0	0	0		0	33.3	-33.3	0	0	0	0	0	0	0	0	0	0
Cytomegalovirus Infections	MESH:D003586							0	0	0	0	0	0	1	0							0	0	0	0	0	0	-33.4	0
Cryptosporidiosis	MESH:D003457	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptorchidism	MESH:D003456												1	0	0												-33.4	0	0
Colonic Diseases, Functional	MESH:D003109		1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Colonic Diseases	MESH:D003108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccidiosis	MESH:D003048					0	0	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Cicatrix	MESH:D002921									1	0	0	0	0	0									0	0	0	0	0	0
Chordoma	MESH:D002817										1	0	0	0	0										0	0	0	0	0
Cholelithiasis	MESH:D002769						0	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Cardiomyopathy, Alcoholic	MESH:D002310	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidiasis, Oral	MESH:D002180							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Calcinosis	MESH:D002114							0	0	0	0	0	0	1	0							0	0	0	0	0	0	0	0
Bruxism	MESH:D002012								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Brucellosis	MESH:D002006								0	1	0	0	0	0	0								0	0	0	0	0	0	0
Brain Diseases, Metabolic	MESH:D001928					1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Bowen's Disease	MESH:D001913							0	0	0	0	0	1	0	0							0	0	0	0	0	0	0	0
Blindness	MESH:D001766							0	0	1	0	0	0	0	0							0	0	0	0	0	0	0	0
Urinary Bladder Neck Obstruction	MESH:D001748									0	0	1	0	0	0									0	0	0	0	0	0
Biliary Tract Neoplasms	MESH:D001661											0	1	0	0											0	0	0	0
Bile Duct Diseases	MESH:D001649									1	0	0	0	0	0									0	0	0	0	0	0
Bartter Syndrome	MESH:D001477				0	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Athletic Injuries	MESH:D001265					1	0	0	0	0	0	0	0	0	0					66.6	0	0	0	0	0	0	0	0	0
Asphyxia	MESH:D001237											0	1	0	0											0	0	0	0
Aphasia	MESH:D001037							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Aortic Aneurysm	MESH:D001014								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Anus Neoplasms	MESH:D001005										0	0	0	1	0										0	0	0	0	0
Anovulation	MESH:D000858										0	1	0	0	0										0	0	0	0	0
Anorexia Nervosa	MESH:D000856							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Angina Pectoris, Variant	MESH:D000788			0	0	1	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Pernicious	MESH:D000752												0	1	0												0	0	0
Anemia, Macrocytic	MESH:D000748				0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Altitude Sickness	MESH:D000532						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Alcoholic Intoxication	MESH:D000435				0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Adrenal Insufficiency	MESH:D000309							0	0	0	0	0	0	1	0							0	0	0	0	0	0	-33.4	0
Actinomycosis	MESH:D000196										0	0	1	0	0										0	0	0	0	0
Acromegaly	MESH:D000172						0	0	0	0	0	0	0	0	1						0	0	0	0	0	0	0	0	66.6
Acidosis, Renal Tubular	MESH:D000141								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Zika Virus Infection	MESH:D000071243								1	0	0	0	0	0	0								66.6	0	0	0	0	0	0
Congenital Abnormalities	MESH:D000013											0	0	0	0											0	0	0	0
Mesothelioma, Malignant	MESH:C562839													1	0													0	0
Brachydactyly with hypertension	MESH:C537095										1	0	0	0	0										0	0	0	0	0
Nephrosis, congenital	MESH:C535761					1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Cardiomyopathy dilated with Woolly hair and keratoderma	MESH:C535581								0	0	1	0	0	0	0								0	0	0	0	0	0	0
TOBACCO ADDICTION, SUSCEPTIBILITY TO	OMIM:188890												0	0	0												0	0	0
Infant Death	MESH:D066088				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Mesenteric Ischemia	MESH:D065666											0	0	0	0											0	0	0	0
Thyroid Carcinoma, Anaplastic	MESH:D065646										0	0	0	0	0										0	0	0	0	0
Carcinogenesis	MESH:D063646												0	0	0												0	0	0
Cognitive Dysfunction	MESH:D060825						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Polydipsia	MESH:D059606													0	0													0	0
Anhedonia	MESH:D059445												0	0	0												0	0	0
Cerebral Ventriculitis	MESH:D058565											0	0	0	0											0	0	0	0
Vasoplegia	MESH:D056987										0	0	0	0	0										0	0	0	0	0
Barth Syndrome	MESH:D056889												0	0	0												0	0	0
Hereditary Angioedema Types I and II	MESH:D056829										0	0	0	0	0										0	0	0	0	0
Alstrom Syndrome	MESH:D056769								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Autoimmune Lymphoproliferative Syndrome	MESH:D056735													0	0													0	0
Chemical and Drug Induced Liver Injury, Chronic	MESH:D056487							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Latent Tuberculosis	MESH:D055985					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Intervertebral Disc Degeneration	MESH:D055959									0	0	0	0	0	0									0	0	0	0	0	0
Delayed Emergence from Anesthesia	MESH:D055191									0	0	0	0	0	0									0	0	0	0	0	0
Dysphonia	MESH:D055154								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Takotsubo Cardiomyopathy	MESH:D054549									0	0	0	0	0	0									0	0	0	0	0	0
Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	MESH:D054438											0	0	0	0											0	0	0	0
Malformations of Cortical Development	MESH:D054220													0	0													0	0
Tachycardia, Reciprocating	MESH:D054139								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Mevalonate Kinase Deficiency	MESH:D054078												0	0	0												0	0	0
Urinary Incontinence, Urge	MESH:D053202												0	0	0												0	0	0
Dysuria	MESH:D053159																												
Nephrolithiasis	MESH:D053040						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Kidney Diseases, Cystic	MESH:D052177											0	0	0	0											0	0	0	0
Renal Insufficiency, Chronic	MESH:D051436					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Paroxysmal Hemicrania	MESH:D051302									0	0	0	0	0	0									0	0	0	0	0	0
Post-Dural Puncture Headache	MESH:D051299							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Pancreatitis, Chronic	MESH:D050500									0	0	0	0	0	0									0	0	0	0	0	0
Graves Ophthalmopathy	MESH:D049970									0	0	0	0	0	0									0	0	0	0	0	0
Growth Hormone-Secreting Pituitary Adenoma	MESH:D049912						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Massive Hepatic Necrosis	MESH:D047508																												
Hearing Loss, Unilateral	MESH:D046088										0	0	0	0	0										0	0	0	0	0
Congenital Hyperinsulinism	MESH:D044903												0	0	0												0	0	0
Chromosomal Instability	MESH:D043171				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Fasciitis, Plantar	MESH:D036981									0	0	0	0	0	0									0	0	0	0	0	0
Mastocytosis, Systemic	MESH:D034721				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Polyomavirus Infections	MESH:D027601														0														0
Spondylarthropathies	MESH:D025242									0	0	0	0	0	0									0	0	0	0	0	0
Chills	MESH:D023341									0	0	0	0	0	0									0	0	0	0	0	0
Chronobiology Disorders	MESH:D021081								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Embryo Loss	MESH:D020964								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Asperger Syndrome	MESH:D020817													0	0													0	0
Encephalitis, Herpes Simplex	MESH:D020803														0														0
Diabetes Insipidus, Neurogenic	MESH:D020790						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Amaurosis Fugax	MESH:D020757								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Spinocerebellar Ataxias	MESH:D020754												0	0	0												0	0	0
Sciatic Neuropathy	MESH:D020426													0	0													0	0
Enterocolitis, Necrotizing	MESH:D020345											0	0	0	0											0	0	0	0
Optic Nerve Glioma	MESH:D020339														0														0
MPTP Poisoning	MESH:D020267												0	0	0												0	0	0
Amnesia, Transient Global	MESH:D020236											0	0	0	0											0	0	0	0
Carotid Artery Injuries	MESH:D020212													0	0													0	0
Epilepsy, Reflex	MESH:D020195					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Myoclonic Epilepsy, Juvenile	MESH:D020190						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Nocturnal Myoclonus Syndrome	MESH:D020189									0	0	0	0	0	0									0	0	0	0	0	0
Carbamoyl-Phosphate Synthase I Deficiency Disease	MESH:D020165										0	0	0	0	0										0	0	0	0	0
Hyperglycinemia, Nonketotic	MESH:D020158												0	0	0												0	0	0
Shoulder Pain	MESH:D020069							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Pancreatitis, Alcoholic	MESH:D019512									0	0	0	0	0	0									0	0	0	0	0	0
Oral Ulcer	MESH:D019226												0	0	0												0	0	0
Atrial Premature Complexes	MESH:D018880									0	0	0	0	0	0									0	0	0	0	0	0
Pulmonary Atresia	MESH:D018633							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Parasitemia	MESH:D018512								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Persistent Vegetative State	MESH:D018458										0	0	0	0	0										0	0	0	0	0
Hutchinson's Melanotic Freckle	MESH:D018327														0														0
Neoplasms, Neuroepithelial	MESH:D018302														0														0
Cervical Intraepithelial Neoplasia	MESH:D018290										0	0	0	0	0										0	0	0	0	0
Carcinoma, Islet Cell	MESH:D018273													0	0													0	0
Adenomatous Polyps	MESH:D018256							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Seminoma	MESH:D018239						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Rhabdomyosarcoma, Embryonal	MESH:D018233											0	0	0	0											0	0	0	0
Fibromatosis, Abdominal	MESH:D018221							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Paramyxoviridae Infections	MESH:D018184														0														0
Limb Deformities, Congenital	MESH:D017880					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Lymphoma, Large-Cell, Anaplastic	MESH:D017728												0	0	0												0	0	0
Hyperandrogenism	MESH:D017588				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Parasystole	MESH:D017574				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Dermatitis, Photoallergic	MESH:D017454													0	0													0	0
Leukemic Infiltration	MESH:D017254											0	0	0	0											0	0	0	0
Mitochondrial Encephalomyopathies	MESH:D017237												0	0	0												0	0	0
Enterobiasis	MESH:D017229													0	0													0	0
Porphyria, Acute Intermittent	MESH:D017118													0	0													0	0
Tooth Demineralization	MESH:D017001				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Arthritis, Reactive	MESH:D016918										0	0	0	0	0										0	0	0	0	0
Carotid Stenosis	MESH:D016893										0	0	0	0	0										0	0	0	0	0
Polycystic Kidney, Autosomal Dominant	MESH:D016891												0	0	0												0	0	0
Bacillaceae Infections	MESH:D016863													0	0													0	0
Malaria, Cerebral	MESH:D016779												0	0	0												0	0	0
Still's Disease, Adult-Onset	MESH:D016706									0	0	0	0	0	0									0	0	0	0	0	0
Diabetes, Gestational	MESH:D016640				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Corneal Neovascularization	MESH:D016510												0	0	0												0	0	0
Pemphigus, Benign Familial	MESH:D016506													0	0													0	0
Sweet Syndrome	MESH:D016463								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Prosthesis-Related Infections	MESH:D016459									0	0	0	0	0	0									0	0	0	0	0	0
Alveolar Bone Loss	MESH:D016301						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Pleural Effusion, Malignant	MESH:D016066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retinal Neovascularization	MESH:D015861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acanthamoeba Keratitis	MESH:D015823								0	0	0	0	0	0	0								0	0	0	0	0	0	0
AIDS Dementia Complex	MESH:D015526						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Nasal Obstruction	MESH:D015508							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Paraparesis, Tropical Spastic	MESH:D015493						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
HTLV-I Infections	MESH:D015490														0														0
Leprosy, Tuberculoid	MESH:D015441										0	0	0	0	0										0	0	0	0	0
Panniculitis, Peritoneal	MESH:D015436						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Mycobacterium avium-intracellulare Infection	MESH:D015270									0	0	0	0	0	0									0	0	0	0	0	0
Dementia, Vascular	MESH:D015140										0	0	0	0	0										0	0	0	0	0
Xerophthalmia	MESH:D014985									0	0	0	0	0	0									0	0	0	0	0	0
Vitamin D Deficiency	MESH:D014808												0	0	0												0	0	0
Ventricular Outflow Obstruction	MESH:D014694									0	0	0	0	0	0									0	0	0	0	0	0
Venous Insufficiency	MESH:D014689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaginitis	MESH:D014627					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Uveal Neoplasms	MESH:D014604														0														0
Urogenital Neoplasms	MESH:D014565					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Urethral Neoplasms	MESH:D014523													0	0													0	0
Typhus, Endemic Flea-Borne	MESH:D014437										0	0	0	0	0										0	0	0	0	0
Typhoid Fever	MESH:D014435						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Tuberculosis, Renal	MESH:D014398										0	0	0	0	0										0	0	0	0	0
Tuberculosis, Gastrointestinal	MESH:D014385										0	0	0	0	0										0	0	0	0	0
Trypanosomiasis	MESH:D014352								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Trichomonas Vaginitis	MESH:D014247				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Trichomonas Infections	MESH:D014245				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Translocation, Genetic	MESH:D014178											0	0	0	0											0	0	0	0
Toxoplasmosis, Ocular	MESH:D014126							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Toxocariasis	MESH:D014120				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Tonsillar Neoplasms	MESH:D014067										0	0	0	0	0										-50	0	0	0	0
Tinea Versicolor	MESH:D014010								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Tetralogy of Fallot	MESH:D013771							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Temporomandibular Joint Disorders	MESH:D013705					0	0	0	0	0	0	0	0	0	0					0	0	-50	0	0	0	0	0	0	0
Taeniasis	MESH:D013622							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Supranuclear Palsy, Progressive	MESH:D013494									0	0	0	0	0	0									0	0	0	0	0	0
Splenic Diseases	MESH:D013158									0	0	0	0	0	0									0	0	0	0	0	0
Spinal Diseases	MESH:D013122									0	0	0	0	0	0									0	0	0	0	0	0
Spinal Cord Compression	MESH:D013117												0	0	0												0	0	0
Spermatocele	MESH:D013088					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Shy-Drager Syndrome	MESH:D012791											0	0	0	0											0	0	0	0
Sensation Disorders	MESH:D012678					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Scleroderma, Localized	MESH:D012594										0	0	0	0	0										0	0	0	0	0
Schizotypal Personality Disorder	MESH:D012569								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Schizophrenia, Disorganized	MESH:D012562				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Schizophrenia, Childhood	MESH:D012561							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Schistosomiasis japonica	MESH:D012554					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Schistosomiasis	MESH:D012552					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Retinal Vein Occlusion	MESH:D012170										0	0	0	0	0										0	0	0	0	0
Renal Artery Obstruction	MESH:D012078												0	0	0												0	0	0
Red-Cell Aplasia, Pure	MESH:D012010						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Pulpitis	MESH:D011671											0	0	0	0											0	0	0	0
Pulmonary Heart Disease	MESH:D011660			0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Pulmonary Emphysema	MESH:D011656										0	0	0	0	0										0	0	0	0	0
Puerperal Infection	MESH:D011645						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Pregnancy, Prolonged	MESH:D011273							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Pre-Excitation Syndromes	MESH:D011226										0	0	0	0	0										0	0	0	0	0
Polyploidy	MESH:D011123												0	0	0												0	0	0
Polycythemia	MESH:D011086												0	0	0												0	0	0
Pleural Neoplasms	MESH:D010997						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Plant Poisoning	MESH:D010939		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Pityriasis Rubra Pilaris	MESH:D010916									0	0	0	0	0	0									0	0	0	0	0	0
Pigmentation Disorders	MESH:D010859														0														0
Piedra	MESH:D010854										0	0	0	0	0										0	0	0	0	0
Persistent Fetal Circulation Syndrome	MESH:D010547								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Peptic Ulcer Perforation	MESH:D010439										0	0	0	0	0										0	0	0	0	0
Ovarian Cysts	MESH:D010048												0	0	0												0	0	0
Otitis	MESH:D010031											0	0	0	0											0	0	0	0
Osteosclerosis	MESH:D010026														0														0
Osteonecrosis	MESH:D010020											0	0	0	0											0	0	0	0
Osteitis Deformans	MESH:D010001														0														0
Oligomenorrhea	MESH:D009839										0	0	0	0	0										0	0	0	0	0
Neurilemmoma	MESH:D009442												0	0	0												0	0	0
Nervous System Malformations	MESH:D009421														0														0
Nerve Compression Syndromes	MESH:D009408						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Myxedema	MESH:D009230							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Myotonia Congenita	MESH:D009224						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Myotonia	MESH:D009222						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Myofascial Pain Syndromes	MESH:D009209									0	0	0	0	0	0									0	0	0	0	0	0
Muscular Dystrophy, Animal	MESH:D009137									0	0	0	0	0	0									0	0	0	0	0	0
Muscular Atrophy, Spinal	MESH:D009134													0	0													0	0
Moyamoya Disease	MESH:D009072							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Metrorrhagia	MESH:D008796												0	0	0												0	0	0
Intellectual Disability	MESH:D008607													0	0													0	0
Meningioma	MESH:D008579							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Malignant Carcinoid Syndrome	MESH:D008303							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Lyme Disease	MESH:D008193											0	0	0	0											0	0	0	0
Loiasis	MESH:D008118													0	0													0	0
Liver Cirrhosis, Alcoholic	MESH:D008104											0	0	0	0											0	0	0	0
Leukoplakia, Oral	MESH:D007972											0	0	0	0											0	0	0	0
Leukocyte Disorders	MESH:D007960											0	0	0	0											0	0	0	0
Leukemia, Monocytic, Acute	MESH:D007948														0														0
Leukemia, Hairy Cell	MESH:D007943						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	-50
Lactation Disorders	MESH:D007775							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Obstetric Labor Complications	MESH:D007744								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Menkes Kinky Hair Syndrome	MESH:D007706				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Kidney Papillary Necrosis	MESH:D007681						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Kidney Cortex Necrosis	MESH:D007673						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Darier Disease	MESH:D007644									0	0	0	0	0	0									0	0	0	0	0	0
Impetigo	MESH:D007169										0	0	0	0	0										0	0	0	0	0
Immune Complex Diseases	MESH:D007105					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Ichthyosis	MESH:D007057				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Hypoproteinemia	MESH:D007019					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Hypopharyngeal Neoplasms	MESH:D007012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypodermyiasis	MESH:D007000						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Hypervitaminosis A	MESH:D006986									0	0	0	0	0	0									0	0	0	0	0	0
Hypersensitivity, Immediate	MESH:D006969								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Hypernatremia	MESH:D006955									0	0	0	0	0	0									0	0	0	0	0	0
Hyperlipoproteinemia Type V	MESH:D006954						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Hyperbilirubinemia	MESH:D006932														0														0
Hydronephrosis	MESH:D006869										0	0	0	0	0										0	0	0	0	0
Testicular Hydrocele	MESH:D006848					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Polyhydramnios	MESH:D006831						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Hoarseness	MESH:D006685											0	0	0	0											0	0	0	0
Herpesviridae Infections	MESH:D006566														0														0
Hernia, Hiatal	MESH:D006551											0	0	0	0											0	0	0	0
Hernia, Diaphragmatic	MESH:D006548							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Hepatitis, Animal	MESH:D006520																												
Hepatitis, Alcoholic	MESH:D006519							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Hemiplegia	MESH:D006429								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Hemangiosarcoma	MESH:D006394					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Hemangioendothelioma	MESH:D006390													0	0													0	0
Heart Rupture, Post-Infarction	MESH:D006342													0	0													0	0
Hand Dermatoses	MESH:D006229				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Graft Occlusion, Vascular	MESH:D006083									0	0	0	0	0	0									0	0	0	0	0	0
Gonadal Dysgenesis	MESH:D006059								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Goiter, Nodular	MESH:D006044									0	0	0	0	0	0									0	0	0	0	0	0
Glossitis, Benign Migratory	MESH:D005929										0	0	0	0	0										0	0	0	0	0
Gingivitis	MESH:D005891						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Genital Diseases, Male	MESH:D005832												0	0	0												0	0	0
Gaucher Disease	MESH:D005776														0														0
Gastritis, Atrophic	MESH:D005757					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Galactorrhea	MESH:D005687													0	0													0	0
Fractures, Closed	MESH:D005596												0	0	0												0	0	0
Foot Diseases	MESH:D005534							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Foot Dermatoses	MESH:D005533				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Fistula	MESH:D005402														0														0
Filariasis	MESH:D005368						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Facial Dermatoses	MESH:D005148														0														0
Eye Injuries	MESH:D005131									0	0	0	0	0	0									0	0	0	0	0	0
Enterovirus Infections	MESH:D004769							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Enterocolitis, Pseudomembranous	MESH:D004761							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Enterobacteriaceae Infections	MESH:D004756										0	0	0	0	0										0	0	0	0	0
Entamoebiasis	MESH:D004749									0	0	0	0	0	0									0	0	0	0	0	0
Endometritis	MESH:D004716						0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Leukoencephalitis, Acute Hemorrhagic	MESH:D004684													0	0													0	0
Encephalomalacia	MESH:D004678												0	0	0												0	0	0
