disease_name	disease_id	953_cmpds	1049_cmpds	1150_cmpds	1250_cmpds	1350_cmpds	1450_cmpds	1550_cmpds	1650_cmpds	1750_cmpds	1852_cmpds	1950_cmpds	2050_cmpds	2150_cmpds	2250_cmpds	2294_cmpds	953_top10	1049_top10	1150_top10	1250_top10	1350_top10	1450_top10	1550_top10	1650_top10	1750_top10	1852_top10	1950_top10	2050_top10	2150_top10	2250_top10	2294_top10
Retinitis	MESH:D012173						2	2	2	2	2	2	2	2	3	3						0	0	0	0	0	0	0	0	0	0
Retinal Diseases	MESH:D012164										3	3	3	3	3	3										0	0	0	0	0	0
Respiratory Paralysis	MESH:D012133							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Respiratory Hypersensitivity	MESH:D012130		2	2	3	3	3	3	3	3	3	3	3	3	3	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chronic Kidney Disease-Mineral and Bone Disorder	MESH:D012080												2	2	2	3												100	100	100	100
Rectal Diseases	MESH:D012002						2	2	2	2	2	2	2	3	3	3						0	0	0	0	0	0	0	0	0	0
Q Fever	MESH:D011778							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Pyuria	MESH:D011776							3	3	3	3	3	3	3	3	3							66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Psychophysiologic Disorders	MESH:D011602				2	3	3	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Pregnancy Complications, Cardiovascular	MESH:D011249					2	2	2	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Polyradiculopathy	MESH:D011128						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Plasmacytoma	MESH:D010954									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Plague	MESH:D010930				2	2	2	2	2	2	2	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Peptic Ulcer Hemorrhage	MESH:D010438							2	2	2	2	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Penile Induration	MESH:D010411										2	3	3	3	3	3										0	0	0	0	0	0
Pemphigoid, Benign Mucous Membrane	MESH:D010390									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Parotid Neoplasms	MESH:D010307									2	2	2	3	3	3	3									0	0	0	66.6	66.6	66.6	66.6
Paraphilic Disorders	MESH:D010262						2	3	3	3	3	3	3	3	3	3						100	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Papilledema	MESH:D010211							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Osteochondrodysplasias	MESH:D010009				2	3	3	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Orthomyxoviridae Infections	MESH:D009976							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Ophthalmoplegia	MESH:D009886				2	2	2	2	2	2	2	2	2	2	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Onchocerciasis	MESH:D009855				2	2	2	2	2	2	2	2	2	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Nose Diseases	MESH:D009668				3	3	3	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Nocardia Infections	MESH:D009617											2	3	3	3	3											0	0	0	0	0
Neurotic Disorders	MESH:D009497	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	100	100	100	100	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Nervous System Neoplasms	MESH:D009423			2	2	2	2	2	2	3	3	3	3	3	3	3			0	0	0	0	0	0	0	0	0	0	0	0	0
Nephrocalcinosis	MESH:D009397								3	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Nasal Polyps	MESH:D009298							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Myotonic Dystrophy	MESH:D009223					2	2	2	2	3	3	3	3	3	3	3					0	0	0	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Myopia	MESH:D009216			2	2	2	2	2	3	3	3	3	3	3	3	3			0	0	0	0	0	0	0	0	0	0	0	0	0
Muscle Hypotonia	MESH:D009123								2	2	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Mucopolysaccharidosis III	MESH:D009084				2	2	3	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Mixed Connective Tissue Disease	MESH:D008947							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Metabolism, Inborn Errors	MESH:D008661				2	2	2	2	2	2	2	2	2	2	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Metabolic Diseases	MESH:D008659					2	2	2	2	2	2	2	2	2	3	3					0	0	0	0	0	0	0	0	0	0	0
Meningococcal Infections	MESH:D008589							2	2	2	3	3	3	3	3	3							50	50	50	33.3	0	0	0	0	0
Meningitis, Listeria	MESH:D008584									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Melanosis	MESH:D008548						2	2	2	2	2	2	2	2	3	3						0	0	0	0	0	0	0	0	0	0
Meige Syndrome	MESH:D008538								2	2	2	2	2	3	3	3								0	0	0	0	0	0	0	0
Marfan Syndrome	MESH:D008382				2	2	2	2	2	2	2	2	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Magnesium Deficiency	MESH:D008275						2	2	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Lung Diseases, Fungal	MESH:D008172								2	2	3	3	3	3	3	3								100	100	66.6	66.6	66.6	66.6	66.6	66.6
Lichen Planus	MESH:D008010												2	2	3	3												0	0	66.6	66.6
Leukoencephalopathy, Progressive Multifocal	MESH:D007968				2	2	2	2	2	2	2	2	2	2	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Leukemia, Radiation-Induced	MESH:D007953						2	2	2	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Leukemia, Experimental	MESH:D007942									2	2	2	2	2	3	3									0	0	0	0	0	0	0
Laryngismus	MESH:D007826								2	2	2	2	2	3	3	3								0	0	0	0	0	0	0	0
Laryngeal Neoplasms	MESH:D007822									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Jejunal Diseases	MESH:D007579	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infant, Newborn, Diseases	MESH:D007232							2	2	2	2	2	2	3	3	3							0	0	0	0	0	0	0	0	0
Hypolipoproteinemias	MESH:D007009									2	2	3	3	3	3	3									0	0	0	0	0	0	0
Hymenolepiasis	MESH:D006925					2	2	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Hydrocephalus	MESH:D006849						2	2	2	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Hookworm Infections	MESH:D006725				2	2	2	2	2	2	2	2	2	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Histoplasmosis	MESH:D006660								2	2	3	3	3	3	3	3								100	100	66.6	66.6	66.6	66.6	66.6	66.6
Herpes Zoster	MESH:D006562								2	2	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Hepatorenal Syndrome	MESH:D006530			2	2	2	2	2	2	2	2	2	2	2	2	3			0	0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis A	MESH:D006506							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Hemorrhagic Disorders	MESH:D006474						2	2	2	2	3	3	3	3	3	3						100	100	100	100	66.6	66.6	66.6	66.6	66.6	66.6
Hematoma	MESH:D006406								2	3	3	3	3	3	3	3								0	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Helminthiasis, Animal	MESH:D006374						2	2	2	2	2	2	2	3	3	3						0	0	0	0	0	0	0	0	0	0
Heart Injuries	MESH:D006335									2	2	2	2	3	3	3									0	0	0	0	0	0	0
Hearing Loss, Noise-Induced	MESH:D006317				2	2	2	2	2	2	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Hearing Disorders	MESH:D006311				2	2	2	2	2	2	2	2	2	2	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Gynecomastia	MESH:D006177					2	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Growth Disorders	MESH:D006130					3	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Folliculitis	MESH:D005499						2	2	2	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Fibrous Dysplasia of Bone	MESH:D005357									2	2	2	2	2	2	3									100	100	100	100	100	100	66.6
Fibrosarcoma	MESH:D005354							2	2	2	2	2	2	2	3	3							0	0	0	0	0	0	0	0	0
Fetal Resorption	MESH:D005327				2	2	2	2	2	2	2	2	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Fetal Death	MESH:D005313								2	2	2	2	2	3	3	3								0	0	0	0	0	0	0	0
Facial Nerve Diseases	MESH:D005155					2	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Eye Neoplasms	MESH:D005134											2	2	2	3	3											0	0	0	0	0
Cardiac Complexes, Premature	MESH:D005117	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exophthalmos	MESH:D005094						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Erythema Nodosum	MESH:D004893									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Erythema Multiforme	MESH:D004892									2	2	2	3	3	3	3									100	100	100	66.6	66.6	66.6	66.6
Embolism	MESH:D004617								2	2	2	3	3	3	3	3								0	0	0	66.6	66.6	66.6	66.6	66.6
Elephantiasis, Filarial	MESH:D004605				2	2	2	2	2	2	2	2	2	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Echinococcosis	MESH:D004443							3	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Dyspareunia	MESH:D004414								2	2	2	3	3	3	3	3								0	0	0	66.6	66.6	66.6	66.6	66.6
Dupuytren Contracture	MESH:D004387									2	2	2	2	3	3	3									0	0	0	0	0	0	0
Diverticulitis	MESH:D004238				2	2	2	2	2	2	2	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Dilatation, Pathologic	MESH:D004108					2	2	2	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Dermatitis, Exfoliative	MESH:D003873									3	3	3	3	3	3	3									0	0	0	0	0	0	0
Dengue	MESH:D003715		2	2	3	3	3	3	3	3	3	3	3	3	3	3		0	0	33.3	0	0	0	0	0	0	0	0	0	0	0
Cytomegalovirus Infections	MESH:D003586							2	2	2	2	2	2	2	3	3							100	100	100	100	100	100	100	66.6	66.6
Cryptosporidiosis	MESH:D003457	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptorchidism	MESH:D003456												2	3	3	3												100	66.6	66.6	66.6
Colonic Diseases, Functional	MESH:D003109		2	3	3	3	3	3	3	3	3	3	3	3	3	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colonic Diseases	MESH:D003108	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coccidiosis	MESH:D003048					2	2	2	2	2	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Cicatrix	MESH:D002921									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Chordoma	MESH:D002817										2	3	3	3	3	3										0	0	0	0	0	0
Cholelithiasis	MESH:D002769						2	2	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Cardiomyopathy, Alcoholic	MESH:D002310	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidiasis, Oral	MESH:D002180							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Calcinosis	MESH:D002114							2	2	2	2	2	2	2	3	3							0	0	0	0	0	0	0	0	0
Bruxism	MESH:D002012								3	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Brucellosis	MESH:D002006								2	2	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Brain Diseases, Metabolic	MESH:D001928					2	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Bowen's Disease	MESH:D001913							2	2	2	2	2	2	3	3	3							0	0	0	0	0	0	0	0	0
Blindness	MESH:D001766							2	2	2	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Urinary Bladder Neck Obstruction	MESH:D001748									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Biliary Tract Neoplasms	MESH:D001661											2	2	3	3	3											0	0	0	0	0
Bile Duct Diseases	MESH:D001649									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Bartter Syndrome	MESH:D001477				2	2	3	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Athletic Injuries	MESH:D001265					2	3	3	3	3	3	3	3	3	3	3					0	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Asphyxia	MESH:D001237											2	2	3	3	3											0	0	0	0	0
Aphasia	MESH:D001037							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Aortic Aneurysm	MESH:D001014								2	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Anus Neoplasms	MESH:D001005										2	2	2	2	3	3										0	0	0	0	0	0
Anovulation	MESH:D000858										2	2	3	3	3	3										0	0	0	0	0	0
Anorexia Nervosa	MESH:D000856							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Angina Pectoris, Variant	MESH:D000788			2	2	2	3	3	3	3	3	3	3	3	3	3			0	0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Pernicious	MESH:D000752												2	2	3	3												0	0	0	0
Anemia, Macrocytic	MESH:D000748				2	2	2	2	2	2	2	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Altitude Sickness	MESH:D000532						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Alcoholic Intoxication	MESH:D000435				2	2	2	2	2	2	2	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Adrenal Insufficiency	MESH:D000309							2	2	2	2	2	2	2	3	3							100	100	100	100	100	100	100	66.6	66.6
Actinomycosis	MESH:D000196										2	2	2	3	3	3										0	0	0	0	0	0
Acromegaly	MESH:D000172						2	2	2	2	2	2	2	2	2	3						0	0	0	0	0	0	0	0	0	66.6
Acidosis, Renal Tubular	MESH:D000141								2	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Zika Virus Infection	MESH:D000071243								2	3	3	3	3	3	3	3								0	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Congenital Abnormalities	MESH:D000013											3	3	3	3	3											0	0	0	0	0
Mesothelioma, Malignant	MESH:C562839													2	3	3													0	0	0
Brachydactyly with hypertension	MESH:C537095										2	3	3	3	3	3										0	0	0	0	0	0
Nephrosis, congenital	MESH:C535761					2	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Cardiomyopathy dilated with Woolly hair and keratoderma	MESH:C535581								2	2	2	3	3	3	3	3								0	0	0	0	0	0	0	0
TOBACCO ADDICTION, SUSCEPTIBILITY TO	OMIM:188890												2	2	2	2												0	0	0	0
Infant Death	MESH:D066088				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Mesenteric Ischemia	MESH:D065666											2	2	2	2	2											0	0	0	0	0
Thyroid Carcinoma, Anaplastic	MESH:D065646										2	2	2	2	2	2										0	0	0	0	0	0
Carcinogenesis	MESH:D063646												2	2	2	2												0	0	0	0
Cognitive Dysfunction	MESH:D060825						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Polydipsia	MESH:D059606													2	2	2													0	0	0
Anhedonia	MESH:D059445												2	2	2	2												0	0	0	0
Cerebral Ventriculitis	MESH:D058565											2	2	2	2	2											0	0	0	0	0
Vasoplegia	MESH:D056987										2	2	2	2	2	2										0	0	0	0	0	0
Barth Syndrome	MESH:D056889												2	2	2	2												0	0	0	0
Hereditary Angioedema Types I and II	MESH:D056829										2	2	2	2	2	2										0	0	0	0	0	0
Alstrom Syndrome	MESH:D056769								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Autoimmune Lymphoproliferative Syndrome	MESH:D056735													2	2	2													0	0	0
Chemical and Drug Induced Liver Injury, Chronic	MESH:D056487							2	2	2	2	2	2	2	2	2							0	0	0	0	0	0	0	0	0
Latent Tuberculosis	MESH:D055985					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Intervertebral Disc Degeneration	MESH:D055959									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Delayed Emergence from Anesthesia	MESH:D055191									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Dysphonia	MESH:D055154								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Takotsubo Cardiomyopathy	MESH:D054549									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	MESH:D054438											2	2	2	2	2											0	0	0	0	0
Malformations of Cortical Development	MESH:D054220													2	2	2													0	0	0
Tachycardia, Reciprocating	MESH:D054139								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Mevalonate Kinase Deficiency	MESH:D054078												2	2	2	2												100	100	100	100
Urinary Incontinence, Urge	MESH:D053202												2	2	2	2												0	0	0	0
Dysuria	MESH:D053159															2															0
Nephrolithiasis	MESH:D053040						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Kidney Diseases, Cystic	MESH:D052177											2	2	2	2	2											0	0	0	0	0
Renal Insufficiency, Chronic	MESH:D051436					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Paroxysmal Hemicrania	MESH:D051302									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Post-Dural Puncture Headache	MESH:D051299							2	2	2	2	2	2	2	2	2							100	100	100	100	100	100	100	100	100
Pancreatitis, Chronic	MESH:D050500									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Graves Ophthalmopathy	MESH:D049970									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Growth Hormone-Secreting Pituitary Adenoma	MESH:D049912						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Massive Hepatic Necrosis	MESH:D047508															2															0
Hearing Loss, Unilateral	MESH:D046088										2	2	2	2	2	2										0	0	0	0	0	0
Congenital Hyperinsulinism	MESH:D044903												2	2	2	2												0	0	0	0
Chromosomal Instability	MESH:D043171				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Fasciitis, Plantar	MESH:D036981									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Mastocytosis, Systemic	MESH:D034721				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Polyomavirus Infections	MESH:D027601														2	2														0	0
Spondylarthropathies	MESH:D025242									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Chills	MESH:D023341									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Chronobiology Disorders	MESH:D021081								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Embryo Loss	MESH:D020964								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Asperger Syndrome	MESH:D020817													2	2	2													0	0	0
Encephalitis, Herpes Simplex	MESH:D020803														2	2														0	0
Diabetes Insipidus, Neurogenic	MESH:D020790						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Amaurosis Fugax	MESH:D020757								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Spinocerebellar Ataxias	MESH:D020754												2	2	2	2												0	0	0	0
Sciatic Neuropathy	MESH:D020426													2	2	2													0	0	0
Enterocolitis, Necrotizing	MESH:D020345											2	2	2	2	2											0	0	0	0	0
Optic Nerve Glioma	MESH:D020339														2	2														0	0
MPTP Poisoning	MESH:D020267												2	2	2	2												0	0	0	0
Amnesia, Transient Global	MESH:D020236											2	2	2	2	2											0	0	0	0	0
Carotid Artery Injuries	MESH:D020212													2	2	2													0	0	0
Epilepsy, Reflex	MESH:D020195					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Myoclonic Epilepsy, Juvenile	MESH:D020190						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Nocturnal Myoclonus Syndrome	MESH:D020189									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Carbamoyl-Phosphate Synthase I Deficiency Disease	MESH:D020165										2	2	2	2	2	2										100	100	100	100	100	100
Hyperglycinemia, Nonketotic	MESH:D020158												2	2	2	2												0	0	0	0
Shoulder Pain	MESH:D020069							2	2	2	2	2	2	2	2	2							0	0	0	0	0	0	0	0	0
Pancreatitis, Alcoholic	MESH:D019512									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Oral Ulcer	MESH:D019226												2	2	2	2												0	0	0	0
Atrial Premature Complexes	MESH:D018880									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Pulmonary Atresia	MESH:D018633							2	2	2	2	2	2	2	2	2							100	100	100	100	100	100	100	100	100
Parasitemia	MESH:D018512								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Persistent Vegetative State	MESH:D018458										2	2	2	2	2	2										0	0	0	0	0	0
Hutchinson's Melanotic Freckle	MESH:D018327														2	2														0	0
Neoplasms, Neuroepithelial	MESH:D018302														2	2														0	0
Cervical Intraepithelial Neoplasia	MESH:D018290										2	2	2	2	2	2										50	50	50	50	50	50
Carcinoma, Islet Cell	MESH:D018273													2	2	2													0	0	0
Adenomatous Polyps	MESH:D018256							2	2	2	2	2	2	2	2	2							0	0	0	0	0	0	0	0	0
Seminoma	MESH:D018239						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Rhabdomyosarcoma, Embryonal	MESH:D018233											2	2	2	2	2											0	0	0	0	0
Fibromatosis, Abdominal	MESH:D018221							2	2	2	2	2	2	2	2	2							0	0	0	0	0	0	0	0	0
Paramyxoviridae Infections	MESH:D018184														2	2														0	0
Limb Deformities, Congenital	MESH:D017880					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Lymphoma, Large-Cell, Anaplastic	MESH:D017728												2	2	2	2												0	0	0	0
Hyperandrogenism	MESH:D017588				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Parasystole	MESH:D017574				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Dermatitis, Photoallergic	MESH:D017454													2	2	2													0	0	0
Leukemic Infiltration	MESH:D017254											2	2	2	2	2											100	100	100	100	100
Mitochondrial Encephalomyopathies	MESH:D017237												2	2	2	2												0	0	0	0
Enterobiasis	MESH:D017229													2	2	2													0	0	0
Porphyria, Acute Intermittent	MESH:D017118													2	2	2													0	0	0
Tooth Demineralization	MESH:D017001				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Arthritis, Reactive	MESH:D016918										2	2	2	2	2	2										0	0	0	0	0	0
Carotid Stenosis	MESH:D016893										2	2	2	2	2	2										0	0	0	0	0	0
Polycystic Kidney, Autosomal Dominant	MESH:D016891												2	2	2	2												0	0	0	0
Bacillaceae Infections	MESH:D016863													2	2	2													0	0	0
Malaria, Cerebral	MESH:D016779												2	2	2	2												50	50	50	50
Still's Disease, Adult-Onset	MESH:D016706									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Diabetes, Gestational	MESH:D016640				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Corneal Neovascularization	MESH:D016510												2	2	2	2												0	0	0	0
Pemphigus, Benign Familial	MESH:D016506													2	2	2													0	0	0
Sweet Syndrome	MESH:D016463								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Prosthesis-Related Infections	MESH:D016459									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Alveolar Bone Loss	MESH:D016301						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Pleural Effusion, Malignant	MESH:D016066	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retinal Neovascularization	MESH:D015861	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acanthamoeba Keratitis	MESH:D015823								2	2	2	2	2	2	2	2								50	50	50	50	50	50	50	50
AIDS Dementia Complex	MESH:D015526						2	2	2	2	2	2	2	2	2	2						100	100	100	100	100	100	100	100	100	100
Nasal Obstruction	MESH:D015508							2	2	2	2	2	2	2	2	2							50	50	50	50	50	50	50	50	50
Paraparesis, Tropical Spastic	MESH:D015493						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
HTLV-I Infections	MESH:D015490														2	2														0	0
Leprosy, Tuberculoid	MESH:D015441										2	2	2	2	2	2										0	0	0	0	0	0
Panniculitis, Peritoneal	MESH:D015436						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Mycobacterium avium-intracellulare Infection	MESH:D015270									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Dementia, Vascular	MESH:D015140										2	2	2	2	2	2										0	0	0	0	0	0
Xerophthalmia	MESH:D014985									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Vitamin D Deficiency	MESH:D014808												2	2	2	2												50	50	50	50
Ventricular Outflow Obstruction	MESH:D014694									2	2	2	2	2	2	2									0	0	0	0	0	0	0
Venous Insufficiency	MESH:D014689	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaginitis	MESH:D014627					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Uveal Neoplasms	MESH:D014604														2	2														0	0
Urogenital Neoplasms	MESH:D014565					2	2	2	2	2	2	2	2	2	2	2					0	0	0	0	0	0	0	0	0	0	0
Urethral Neoplasms	MESH:D014523													2	2	2													0	0	0
Typhus, Endemic Flea-Borne	MESH:D014437										2	2	2	2	2	2										0	0	0	0	0	0
Typhoid Fever	MESH:D014435						2	2	2	2	2	2	2	2	2	2						0	0	0	0	0	0	0	0	0	0
Tuberculosis, Renal	MESH:D014398										2	2	2	2	2	2										0	0	0	0	0	0
Tuberculosis, Gastrointestinal	MESH:D014385										2	2	2	2	2	2										0	0	0	0	0	0
Trypanosomiasis	MESH:D014352								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
Trichomonas Vaginitis	MESH:D014247				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Trichomonas Infections	MESH:D014245				2	2	2	2	2	2	2	2	2	2	2	2				100	100	100	100	100	100	100	100	100	100	100	100
Translocation, Genetic	MESH:D014178											2	2	2	2	2											0	0	0	0	0
Toxoplasmosis, Ocular	MESH:D014126							2	2	2	2	2	2	2	2	2							0	0	0	0	0	0	0	0	0
Toxocariasis	MESH:D014120				2	2	2	2	2	2	2	2	2	2	2	2				0	0	0	0	0	0	0	0	0	0	0	0
Tonsillar Neoplasms	MESH:D014067										2	2	2	2	2	2										50	0	0	0	0	0
Tinea Versicolor	MESH:D014010								2	2	2	2	2	2	2	2								0	0	0	0	0	0	0	0
